"_cached_page_id","_template","_type","announced_date","battery","camera","current_status","dimensions","display_inches","image","is_Touch","memory","os","phone_model","processor","ram","released_date","resolution","url","weight"
"7acbec6c99dc03d0db6121d6e8f90de127d0e694","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 11, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/9815-specs/LG-KM380.jpg","","","","LG KM380","","","1235692800000","","http://www.phonearena.com/phones/LG-KM380_id2618",""
"02adb7be11aa87fef8f9bd22de8791a37c4d3e03","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 10, 2008","","","Released"," 4.29 x 2.12 x 0.66 inches"," 2.4 inches","http://i-cdn.phonearena.com/images/phones/9850-specs/LG-KT610.jpg","",""," Symbian (9.2) S60 3rd Edition, Feature Pack 1","LG KT610","","","1220400000000"," 320 x 240 pixels","http://www.phonearena.com/phones/LG-KT610_id2589","125 g"
"33a367e04238de0ee9293fbe60597b7eb0c8c29e","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 11, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/9713-specs/LG-KM500.jpg","","","","LG KM500","","","null","","http://www.phonearena.com/phones/LG-KM500_id2616",""
"ef452b7ade877a7a72be3853d28093c6c309867d","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 11, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/9845-specs/LG-KT520.jpg","","","","LG KT520","","","1217548800000","","http://www.phonearena.com/phones/LG-KT520_id2615",""
"b195a854352b9c19bf9267d3e14d5d37986ebfb1","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 11, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/9805-specs/LG-KF510.jpg","","","","LG KF510","","","null","","http://www.phonearena.com/phones/LG-KF510_id2590",""
"74145e3bdb98ac024826329ef24cb6136e66ecf7","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 11, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/9819-specs/LG-KM710.jpg","","","","LG KM710","","","1217548800000","","http://www.phonearena.com/phones/LG-KM710_id2617",""
"1767534fdf6dc5b621fd4a53419114adb7b8de0d","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 14, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/9748-specs/LG-AX565.jpg","","","","LG AX565","","","null","","http://www.phonearena.com/phones/LG-AX565_id2627",""
"fdd84520b9456ad6f641aec1d824bd6b1838e915","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun 11, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10559-specs/LG-Decoy.jpg","","","","LG Decoy","","","1213574400000","","http://www.phonearena.com/phones/LG-Decoy_id2629",""
"0098ea101cd28b3aa6758dd18707b6fe7027a57c","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar 31, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/10004-specs/LG-enV2.jpg","","","","LG enV2","","","null","","http://www.phonearena.com/phones/LG-enV2_id2628",""
"28b31d37ee50a482b6f9eb1f5ab3778c3de60610","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr  1, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10028-specs/LG-LX400.jpg","","","","LG LX400","","","1213488000000","","http://www.phonearena.com/phones/LG-LX400_id2649",""
"376e0da75be6e1d261fb465e6d6a1b006ea5e08b","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 26, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/9788-specs/LG-KU380.jpg","","","","LG KU380","","","1183248000000","","http://www.phonearena.com/phones/LG-KU380_id2367",""
"5e5a625eb88dd4264f51bfd541f75d1fb3ab47af","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar 11, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/9920-specs/LG-Glimmer.jpg","","","","LG Glimmer","","","null","","http://www.phonearena.com/phones/LG-Glimmer_id2651",""
"dbb703961c2e4f86a367f6f0938261216e4efcca","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar  5, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/9811-specs/LG-Secret.jpg","","","","LG Secret","","","null","","http://www.phonearena.com/phones/LG-Secret_id2654",""
"65c9f37cd8e7ca1fd9d1f6eba9cde6860160c83f","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun 11, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10659-specs/LG-Dare.jpg","","","","LG Dare","","","1214438400000","","http://www.phonearena.com/phones/LG-Dare_id2669",""
"2002d45aad5a8e17ad88e8cde77187b8ab6be2c8","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar 17, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/12134-specs/LG-Flare.jpg","","","","LG Flare","","","null","","http://www.phonearena.com/phones/LG-Flare_id2685",""
"e0193bf474526afeaaefddbe7947ba7dd3c22a4f","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar 29, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10727-specs/LG-Chocolate-3.jpg","","","","LG Chocolate 3","","","1215907200000","","http://www.phonearena.com/phones/LG-Chocolate-3_id2712",""
"fb0b5356cf691235da142e055637cd3293faeacf","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr 17, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/17051-specs/LG-KF390.jpg","","","","LG KF390","","","1217808000000","","http://www.phonearena.com/phones/LG-KF390_id2810",""
"e1201fd0832be211f4a98a0ab9c12f6b8817f82a","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun  3, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10501-specs/LG-KC550.jpg","","","","LG KC550","","","1215043200000","","http://www.phonearena.com/phones/LG-KC550_id2748",""
"46239e06624401f83644232db84397fcde2399c0","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun  6, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/11660-specs/LG-KS360.jpg","","","","LG KS360","","","1216166400000","","http://www.phonearena.com/phones/LG-KS360_id2960",""
"fe18750460a2ad323b5725596e234282399178a7","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun 19, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10756-specs/LG-AX300.jpg","","","","LG AX300","","","1213833600000","","http://www.phonearena.com/phones/LG-AX300_id2526",""
"a6b2d26e56532f06287ecb3437eed51f86fa41e8","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul  1, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/10827-specs/LG-KF300.jpg","","","","LG KF300","","","1217548800000","","http://www.phonearena.com/phones/LG-KF300_id3048",""
"96a2a57ecc3b71e93e1e8a218cae693aa19ca94e","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug  5, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/10846-specs/LG-KP215.jpg","","","","LG KP215","","","null","","http://www.phonearena.com/phones/LG-KP215_id3054",""
"e3a455ada2337b7062fe9df7ccd773f6ffa810b3","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 20, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/11090-specs/LG-Invision.jpg","","","","LG Invision","","","1219190400000","","http://www.phonearena.com/phones/LG-Invision_id2744",""
"7672704f5cdb2a5ddb010d990e918492a27937bd","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 22, 2008","","","Released",""," 3.0 inches","http://i-cdn.phonearena.com/images/phones/11190-specs/LG-Renoir.jpg"," Yes Camera Camera: 8 megapixels Flash: Xenon Features: Digital zoom, Geo tagging, Autofocus, Manual focus, Digital image stabilization, Face detection, Smile detection, Blink detection Settings: ISO control Shooting Modes: Camcorder: 640x480 (VGA) (30 fps) Features: Video calling Front-facing camera: Yes Hardware Built-in storage: 0.12 GB Storage expansion: microSD, microSDHC Battery Talk time: 3.66 hours the average is 15 h (872 min) Stand-by time: 12.5 days (300 hours) the average is 18 days (421 h)","","","LG Renoir","","","1222905600000"," 240 x 400 pixels","http://www.phonearena.com/phones/LG-Renoir_id3103","114 g"
"341860988031241aad569f1c45cb10f6fa6d110e","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep  4, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/11165-specs/LG-CP250.jpg","","","","LG CP250","","","null","","http://www.phonearena.com/phones/LG-CP250_id2670",""
"5fd1d6a9f2827bbfdee907da8a567198ee8c9923","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep  9, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/12657-specs/LG-Versa.jpg","","","","LG Versa","","","1235865600000","","http://www.phonearena.com/phones/LG-Versa_id3131",""
"46605b6ae37f991674605f3938e23710836a0e1f","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 10, 2008","","","Released","","","http://i-cdn.phonearena.com/images/phones/11235-specs/LG-Lotus.jpg","","","","LG Lotus","","","1224460800000","","http://www.phonearena.com/phones/LG-Lotus_id3137",""
"c34aadd990016d7652cd483c66cb5554aa826c87","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 20, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/7939-specs/LG-KU970.jpg","","","","LG KU970","","","null","","http://www.phonearena.com/phones/LG-KU970_id1990",""
"2ace9ba84249f05d707acae586571cda7734e164","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 20, 2007","","","Released","","","http://i-cdn.phonearena.com/images/phones/7961-specs/LG-KG130.jpg","","","","LG KG130","","","1167609600000","","http://www.phonearena.com/phones/LG-KG130_id2007",""
"1ebcef5ed6a1f58a4f9e3aea1e91f55ae1c4979e","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 20, 2007","","","Released","","","http://i-cdn.phonearena.com/images/phones/9875-specs/LG-KG290.jpg","","","","LG KG290","","","1201824000000","","http://www.phonearena.com/phones/LG-KG290_id2005",""
"dce0cca3af2ef09266809a33466e27caade2c84f","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 20, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/12084-specs/LG-KG270.jpg","","","","LG KG270","","","null","","http://www.phonearena.com/phones/LG-KG270_id2006",""
"7d3d21fd68265cc9aa78b17c9218a737b72036bf","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 21, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/9520-specs/LG-KU250.jpg","","","","LG KU250","","","null","","http://www.phonearena.com/phones/LG-KU250_id2000",""
"6eaf92fdbe31eacd024d55fcb42319a3241b1e80","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 21, 2007","","",""," 4.09 x 2.04 x 0.74 inches","","http://i-cdn.phonearena.com/images/phones/9885-specs/LG-KS10-JOY.jpg","",""," Symbian (9.2)","LG KS10 JOY","","","null","","http://www.phonearena.com/phones/LG-KS10-JOY_id1998","99 g"
"a14f24b11440d0406173333ff6e5bd2f9ec153ce","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 21, 2007","","","Released","","","http://i-cdn.phonearena.com/images/phones/7948-specs/LG-KE500.jpg","","","","LG KE500","","","1212278400000","","http://www.phonearena.com/phones/LG-KE500_id2001",""
"771bf1e8442eed0e1e192101840c070ba422ded4","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 21, 2007","","","Released"," 3.91 x 2.28 x 0.49 inches"," 2.8 inches","http://i-cdn.phonearena.com/images/phones/8729-specs/LG-KS20.jpg"," Yes Camera Camera: 2 megapixels Flash: Yes Features: Autofocus, Digital zoom Camcorder: Yes Features: Video calling Front-facing camera: Yes Hardware System memory: System memory - System memory, or RAM memory is the type of memory that the device uses to temporarily store data from the OS or currently-running apps. The more RAM available to the device, the better the performance will be when multiple or heavier programs are running. 128 MB RAM / 256 MB ROM Storage expansion: microSD Battery Talk time: 4.00 hours the average is 15 h (884 min) Stand-by time: 16.7 days (400 hours) the average is 18 days (425 h)",""," Windows Mobile Professional (6.0)","LG KS20","","","1199145600000"," 240 x 320 pixels","http://www.phonearena.com/phones/LG-KS20_id1999","95 g"
"e94ab0c29a3dca34dcccc5c2d779357a1778e755","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 22, 2007","","","Released","","","http://i-cdn.phonearena.com/images/phones/7953-specs/LG-L650V.jpg","","","","LG L650V","","","1227484800000","","http://www.phonearena.com/phones/LG-L650V_id2004",""
"06d8c6d0823bf8e33eaa4a302df01bb2de2f2aab","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 22, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/9881-specs/LG-KU580.jpg","","","","LG KU580","","","null","","http://www.phonearena.com/phones/LG-KU580_id2003",""
"b2896ac46f13676728595f3fd45d6c4d455d6599","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar  5, 2007","","","",""," 2.2 inches","http://i-cdn.phonearena.com/images/phones/11189-specs/LG-U830.jpg","","","","LG U830","","","null"," 240 x 320 pixels","http://www.phonearena.com/phones/LG-U830_id2019",""
"556d77ed79a62480ac8d24bab5a8e1dc988944fc","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Mar 27, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8252-specs/LG-VX8700.jpg","","","","LG VX8700","","","null","","http://www.phonearena.com/phones/LG-VX8700_id1888",""
"b655bc8e4c5cea9b6a33a918d44fc7459e592a67","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr 10, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8254-specs/LG-Muziq.jpg","","","","LG Muziq","","","null","","http://www.phonearena.com/phones/LG-Muziq_id2095",""
"5f5be044753f4a55c9d937954bd3f8954f8db046","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr 18, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8283-specs/LG-AX275.jpg","","","","LG AX275","","","null","","http://www.phonearena.com/phones/LG-AX275_id1861",""
"470ae27660888bf02f8b0fbfd3af342b8ca1eadb","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr 20, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8292-specs/LG-KP202.jpg","","","","LG KP202","","","null","","http://www.phonearena.com/phones/LG-KP202_id1929",""
"74e66683a7b1cea06bfdb283e0fa3cd42a67c664","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr 24, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8822-specs/LG-ME770-Shine.jpg","","","","LG ME770 Shine","","","null","","http://www.phonearena.com/phones/LG-ME770-Shine_id2402",""
"fde6bc68abb27623be1039fbb887fc5ea078acb1","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Feb 12, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8304-specs/LG-KE770-Shine.jpg","","","","LG KE770 Shine","","","null","","http://www.phonearena.com/phones/LG-KE770-Shine_id2112",""
"db2e0b00fdca4fccd8228996d0088db68a301fd4","8f27e48a1f76ab95ae6354b411495988eaee5263","default","May  7, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8367-specs/LG-CU500V.jpg","","","","LG CU500V","","","null","","http://www.phonearena.com/phones/LG-CU500V_id2149","105 g"
"81aa777d794b2434d820ebdf3e39320bc77b132f","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun 26, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8538-specs/LG-LX360.jpg","","","","LG LX360","","","null","","http://www.phonearena.com/phones/LG-LX360_id1875",""
"04e6d179124fa033e48d0d72d594ec1c44944e4c","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul  4, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/9492-specs/LG-VX8550.jpg","","","","LG VX8550","","","null","","http://www.phonearena.com/phones/LG-VX8550_id2157",""
"846143e94ce440766f00bd1002b887d35e245087","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul 16, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8587-specs/LG-AX140--AX145.jpg","","","","LG AX140 / AX145","","","null","","http://www.phonearena.com/phones/LG-AX140--AX145_id2271","86 g"
"836897fdadc74159b3861e14d328d09e3a959a2d","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul 16, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8773-specs/LG-200C.jpg","","","","LG 200C","","","null","","http://www.phonearena.com/phones/LG-200C_id2385","80 g"
"9212e2b837b9363ba97a3c583ba2ce8d7c49d0e5","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul 25, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8576-specs/LG-CU575.jpg","","","","LG CU575","","","null","","http://www.phonearena.com/phones/LG-CU575_id2102",""
"ce9ef0eb279ff0ccac7c8ef3f7a4b5269c4ff2d3","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug  3, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8630-specs/LG-AX380.jpg","","","","LG AX380","","","null","","http://www.phonearena.com/phones/LG-AX380_id2323",""
"c16fdafd4c81e72ce4c2621b51a7969f674a1517","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug  8, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8638-specs/LG-LX160.jpg","","","","LG LX160","","","null","","http://www.phonearena.com/phones/LG-LX160_id2090",""
"addc85b61ac72712ebd007f906bba988b2259a1d","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 20, 2007"," 800 mAh Technology CDMA: CDMA - Code Division Multiple Access. A technique of multiplexing, also called spread spectrum, in which analog signals are converted into digital form for transmission. For each communication channel, the signals are encoded in a sequence known to the transmitter and the receiver for that channel. The foremost application is digital cellular phone technology from QUALCOMM that operates in the 800MHz band and 1.9GHz PCS band. CDMA phones are noted for their excellent call quality and long battery life. 1900 MHz specifications continue after the ad Other features Notifications: Vibration, Speakerphone Voice dialing, Voice recording, TTY/TDD","","","","","http://i-cdn.phonearena.com/images/phones/8679-specs/LG-LX140.jpg","","","","LG LX140","","","null","","http://www.phonearena.com/phones/LG-LX140_id2347",""
"2ae88aec5090081b7dae97c6953260c40c9effc8","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 23, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8702-specs/LG-Viewty.jpg","","","","LG Viewty","","","null","","http://www.phonearena.com/phones/LG-Viewty_id2300",""
"d630571c5980985aed3a3fc2ad1d222c2b105689","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct 11, 2007","","",""," 4.30 x 2.00 x 0.70 inches","","http://i-cdn.phonearena.com/images/phones/8937-specs/LG-RUMOR.jpg","","","","LG RUMOR","","","null","","http://www.phonearena.com/phones/LG-RUMOR_id2281","117 g"
"4d7153a85f390c1d99d6e77206cddb0cbbeac89d","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 29, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8780-specs/LG-VX8350.jpg","","","","LG VX8350","","","null","","http://www.phonearena.com/phones/LG-VX8350_id2360",""
"ee447e0d892247377dca6cb68376b44a6dfb10c9","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 20, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8790-specs/LG-CE110.jpg","","","","LG CE110","","","null","","http://www.phonearena.com/phones/LG-CE110_id2188",""
"bd1de32295043fdabfe2e5dc434535d8e418d8d1","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 25, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8899-specs/LG-Voyager.jpg","","","","LG Voyager","","","null","","http://www.phonearena.com/phones/LG-Voyager_id2355",""
"da51df99fbbcfd5cea90c10b2259646065bc1434","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 25, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/9232-specs/LG-Venus.jpg","","","","LG Venus","","","null","","http://www.phonearena.com/phones/LG-Venus_id2354",""
"02fcf76142ea5ea565204df6ff0f36737bfa3f40","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct  3, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/8882-specs/LG-CG180.jpg","","","","LG CG180","","","null","","http://www.phonearena.com/phones/LG-CG180_id2259",""
"2a07c40806a927c680f9271aaedbd0c393a1bf1a","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Apr  1, 2008","","","","","","http://i-cdn.phonearena.com/images/phones/9989-specs/LG-Vu.jpg","","","","LG Vu","","","null","","http://www.phonearena.com/phones/LG-Vu_id2438",""
"f389c31ddcca2847581c2210aa1431261777ecd7","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov 22, 2007","","","","","","http://i-cdn.phonearena.com/images/phones/9547-specs/LG-Shine-CU720.jpg","","","","LG Shine CU720","","","null","","http://www.phonearena.com/phones/LG-Shine-CU720_id2437",""
"9360bdf7f6b443f6b2525957172135a6cf44463c","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun 30, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/8284-specs/LG-KG240.jpg","","","","LG KG240","","","null","","http://www.phonearena.com/phones/LG-KG240_id2103",""
"705fd83087c182fd9aa8c70eeccffd2077a74500","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jun 30, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/8274-specs/LG-KG245.jpg","","","","LG KG245","","","null","","http://www.phonearena.com/phones/LG-KG245_id1460",""
"7f166154a508b2f15dad882a964c56d5e30bbb71","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul 12, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6082-specs/LG-CU500.jpg","","","","LG CU500","","","null","","http://www.phonearena.com/phones/LG-CU500_id1524","105 g"
"ba42ad426632043fe57a050d7f7eefaec368e4f7","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul 14, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6085-specs/LG-Chocolate--KG800--KG808--MG800C.jpg","","","","LG Chocolate / KG800 / KG808 / MG800C","","","null","","http://www.phonearena.com/phones/LG-Chocolate--KG800--KG808--MG800C_id1490",""
"c310ff6c8e9d77d36df224538ad7d04a69123567","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Jul 31, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6160-specs/LG-Chocolate.jpg","","","","LG Chocolate","","","null","","http://www.phonearena.com/phones/LG-Chocolate_id1613",""
"e013c4bcf17bf7de2eaa583cbe9989f8515371d4","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 25, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6244-specs/LG-AX390.jpg","","","","LG AX390","","","null","","http://www.phonearena.com/phones/LG-AX390_id1709",""
"9233364583f74bc45c918d5f795f34bab43dda45","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 25, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6241-specs/LG-AX355.jpg","","","","LG AX355","","","null","","http://www.phonearena.com/phones/LG-AX355_id1717",""
"427a6f2da13b61735943015c677d848d0e9bc521","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Aug 25, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6246-specs/LG-AX490.jpg","","","","LG AX490","","","null","","http://www.phonearena.com/phones/LG-AX490_id1561",""
"1c129a164b8502765382861cf276d600693b8ef8","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Sep 29, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6395-specs/LG-VX3450.jpg","","","","LG VX3450","","","null","","http://www.phonearena.com/phones/LG-VX3450_id1757",""
"56e0db3036479af9f72d59e700e74f1be18ae356","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct 10, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6474-specs/LG-Chocolate-MX800--AX800--CX800.jpg","","","","LG Chocolate MX800 / AX800 / CX800","","","null","","http://www.phonearena.com/phones/LG-Chocolate-MX800--AX800--CX800_id1701",""
"b593e721e9eb2350c8abb23d39162053a68f4c67","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct 11, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6479-specs/LG-MG810.jpg","","","","LG MG810","","","null","","http://www.phonearena.com/phones/LG-MG810_id1529",""
"3c43d42f7a0e969a50ab3becfbfbba7aec405af2","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct 17, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6518-specs/LG-KG320.jpg","","","","LG KG320","","","null","","http://www.phonearena.com/phones/LG-KG320_id1504",""
"30e4e3150a25d76d6e64d5be038054bbe1241a1e","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Oct 19, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6528-specs/LG-MG100.jpg","","","","LG MG100","","","null","","http://www.phonearena.com/phones/LG-MG100_id1513","74 g"
"1e94b056b3ca6b8c5bbf2f4adfa38d7ea43b5401","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov  1, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6571-specs/LG-Chocolate-KU800.jpg","","","","LG Chocolate KU800","","","null","","http://www.phonearena.com/phones/LG-Chocolate-KU800_id1726","98 g"
"7371438b0a802b5c073c9731f3cfdc39e3798904","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov  1, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6580-specs/LG-VX8600.jpg","","","","LG VX8600","","","null","","http://www.phonearena.com/phones/LG-VX8600_id1628",""
"8adb6dd3960088cfa5323ba3cbe2e2942424efde","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov  8, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6600-specs/LG-ENV.jpg","","","","LG ENV","","","null","","http://www.phonearena.com/phones/LG-ENV_id1616",""
"003e7858fdc894160ae2a9cfa95a0bca435aef21","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov 15, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/8128-specs/LG-KG920.jpg","","","","LG KG920","","","null","","http://www.phonearena.com/phones/LG-KG920_id1562",""
"a78ec31524f218039948dd5c9762a530472a7393","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov 16, 2006","","","Released","","","http://i-cdn.phonearena.com/images/phones/6687-specs/LG-KE820.jpg","","","","LG KE820","","","1159660800000","","http://www.phonearena.com/phones/LG-KE820_id1657",""
"1fcfeee94deaa491d1d526c97fd1c121b1ab5091","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov 20, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6705-specs/LG-CU400--CU405.jpg","","","","LG CU400 / CU405","","","null","","http://www.phonearena.com/phones/LG-CU400--CU405_id1707",""
"bf045e2788155cd109c39b6cfcd88148096766ef","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Nov 21, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/6720-specs/LG-LX150.jpg","","","","LG LX150","","","null","","http://www.phonearena.com/phones/LG-LX150_id1621",""
"85acf05a2a0c4a5e62bdaa95280fb7c9ec6527d9","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Dec  5, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/8059-specs/LG-L343i.jpg","","","","LG L343i","","","null","","http://www.phonearena.com/phones/LG-L343i_id2020",""
"8d0d6f3f01516e91a4882d87f96bf93234b09b59","8f27e48a1f76ab95ae6354b411495988eaee5263","default","Dec 19, 2006","","","","","","http://i-cdn.phonearena.com/images/phones/8114-specs/LG-U310.jpg","","","","LG U310","","","null","","http://www.phonearena.com/phones/LG-U310_id2045",""
